"id_entri","versi_kbji","kode","kode_normalisasi","jumlah_digit","tingkat","kedalaman","urutan","kode_induk","nama_resmi","uraian_resmi","kode_golongan_pokok","nama_golongan_pokok","kode_subgolongan_pokok","nama_subgolongan_pokok","kode_golongan","nama_golongan","kode_subgolongan","nama_subgolongan","jalur_kode","jalur_nama","jumlah_anak_langsung","jumlah_jabatan_turunan","kelompok_sisa","nama_pencarian","halaman_pdf_mulai","halaman_pdf_selesai","halaman_cetak_mulai","halaman_cetak_selesai","status_validasi"
"E00678","2026","2164.02","216402","6","Jabatan","5","678","2164","PERENCANA TATA KOTA","Perencana tata kota merencanakan, mempelajari, dan mengoordinasikan
pembangunan kawasan perkotaan. Tugasnya meliputi mengatur dan mengawasi
pengumpulan data di bidang ekonomi, sosial, lingkungan, dan faktor lain yang
bersangkutan dengan pembangunan dan penataan kawasan perkotaan;
melakukan perundingan dengan pihak pemerintah yang berwenang;
berkonsultasi dengan tenaga ahli yang bersangkutan; menyiapkan rencana
pembangunan, termasuk menentukan kawasan industri, perdagangan, tempat
tinggal, fasilitas umum, dan lain-lain; menilai usul-usul tertentu yang dapat
memengaruhi perkembangan suatu wilayah dan membuat saran atau keputusan
atas usul tersebut; dan meninjau serta mengevaluasi laporan dampak
lingkungan.","2","PROFESIONAL","21","AHLI ILMU PENGETAHUAN DAN TEKNIK","216","ARSITEK, PERENCANA, SURVEYOR, DAN DESAINER","2164","PERENCANA TATA KOTA DAN LALU LINTAS","2 > 21 > 216 > 2164 > 2164.02","PROFESIONAL > AHLI ILMU PENGETAHUAN DAN TEKNIK > ARSITEK, PERENCANA, SURVEYOR, DAN DESAINER > PERENCANA TATA KOTA DAN LALU LINTAS > PERENCANA TATA KOTA","0","0","tidak","perencana tata kota","335","335","303","303","lolos_struktur_otomatis_belum_review_manual"
"E00679","2026","2164.03","216403","6","Jabatan","5","679","2164","PERENCANA LALU LINTAS","Perencana lalu lintas merencanakan, mempelajari, dan mengoordinasikan
pembangunan sarana dan prasarana lalu lintas berupa jalan dan fasilitas
pendukung. Tugasnya meliputi mengatur dan mengawasi pengumpulan data di
bidang ekonomi, sosial, lingkungan, dan faktor lain yang bersangkutan dengan
pengaturan lalu lintas; melakukan perundingan dengan pihak pemerintah yang
berwenang; berkonsultasi dengan tenaga ahli yang bersangkutan; menyiapkan
rencana pembangunan; dan menilai usul-usul tertentu yang dapat memengaruhi
perkembangan suatu wilayah serta membuat saran atau keputusan atas usul
tersebut.","2","PROFESIONAL","21","AHLI ILMU PENGETAHUAN DAN TEKNIK","216","ARSITEK, PERENCANA, SURVEYOR, DAN DESAINER","2164","PERENCANA TATA KOTA DAN LALU LINTAS","2 > 21 > 216 > 2164 > 2164.03","PROFESIONAL > AHLI ILMU PENGETAHUAN DAN TEKNIK > ARSITEK, PERENCANA, SURVEYOR, DAN DESAINER > PERENCANA TATA KOTA DAN LALU LINTAS > PERENCANA LALU LINTAS","0","0","tidak","perencana lalu lintas","335","335","303","303","lolos_struktur_otomatis_belum_review_manual"
"E00680","2026","2164.04","216404","6","Jabatan","5","680","2164","AHLI CAGAR BUDAYA","Ahli cagar budaya bertugas mengembangkan dan menerapkan kebijakan yang
dapat menjamin terlindunginya dan termanfaatkannya cagar budaya; melakukan
pengawasan, pemantauan, dan evaluasi terhadap pelestarian warisan budaya;
menyelenggarakan penelitian dan pengembangan cagar budaya;
mengalokasikan dana bagi kepentingan pelestarian cagar budaya; mewujudkan,
menumbuhkan, mengembangkan, serta meningkatkan kesadaran dan tanggung
jawab akan hak dan kewajiban masyarakat dalam pengelolaan cagar budaya;
memfasilitasi setiap orang dalam melaksanakan pemanfaatan dan promosi
cagar budaya; dan menyelenggarakan penanggulangan bencana dalam keadaan
darurat untuk benda, bangunan, struktur, situs, dan kawasan yang telah
dinyatakan sebagai cagar budaya.","2","PROFESIONAL","21","AHLI ILMU PENGETAHUAN DAN TEKNIK","216","ARSITEK, PERENCANA, SURVEYOR, DAN DESAINER","2164","PERENCANA TATA KOTA DAN LALU LINTAS","2 > 21 > 216 > 2164 > 2164.04","PROFESIONAL > AHLI ILMU PENGETAHUAN DAN TEKNIK > ARSITEK, PERENCANA, SURVEYOR, DAN DESAINER > PERENCANA TATA KOTA DAN LALU LINTAS > AHLI CAGAR BUDAYA","0","0","tidak","ahli cagar budaya","335","336","303","304","lolos_struktur_otomatis_belum_review_manual"
"E00681","2026","2164.05","216405","6","Jabatan","5","681","2164","PERENCANA PENGELOLAAN HUTAN","Perencana pengelolaan hutan bertugas menyusun dan mengembangkan
rencana pengelolaan hutan yang mencakup strategi pemanfaatan sumber daya
hutan secara berkelanjutan serta konservasi dan rehabilitasi hutan. Tugasnya
meliputi merencanakan pengelolaan hutan, melaksanakan kegiatan
perencanaan pengelolaan sumber daya hutan melalui pengumpulan,
pengolahan, verifikasi, dan analisis data serta informasi kehutanan untuk
mendukung penyusunan rencana pengelolaan hutan yang berkelanjutan.
Kegiatan tersebut meliputi penetapan rencana pelestarian dan pelindungan
hutan, perencanaan pemanfaatan hasil hutan, perhitungan dan pengelolaan
karbon hutan, pengukuhan kawasan hutan, serta perencanaan perizinan
berusaha di bidang kehutanan, menyusun rencana pengelolaan hutan untuk
tujuan produksi, konservasi, dan lindung, termasuk perencanaan pengelolaan
daerah aliran sungai (DAS), rehabilitasi hutan dan lahan, reklamasi hutan dan
lahan pasca kegiatan pemanfaatan, serta perencanaan pemberdayaan
masyarakat di dalam dan sekitar kawasan hutan, melakukan koordinasi dengan
pemangku kepentingan, penyusunan dokumen rencana pengelolaan hutan
jangka pendek, menengah, dan panjang, serta memberikan rekomendasi teknis
pengelolaan hutan untuk memastikan bahwa pengelolaan sumber daya hutan
dilaksanakan secara lestari dan sesuai dengan ketentuan peraturan perundang-
undangan yang berlaku. Termasuk dalam jabatan ini: Perencana Reklamasi;
Penyusun Program Pemberdayaan Masyarakat;  Penyusun Dokumen Rencana
Pengelolaan DAS Terpadu; Perancang Pembangunan Sumber Benih; Perencana
Pengembangan HHBK","2","PROFESIONAL","21","AHLI ILMU PENGETAHUAN DAN TEKNIK","216","ARSITEK, PERENCANA, SURVEYOR, DAN DESAINER","2164","PERENCANA TATA KOTA DAN LALU LINTAS","2 > 21 > 216 > 2164 > 2164.05","PROFESIONAL > AHLI ILMU PENGETAHUAN DAN TEKNIK > ARSITEK, PERENCANA, SURVEYOR, DAN DESAINER > PERENCANA TATA KOTA DAN LALU LINTAS > PERENCANA PENGELOLAAN HUTAN","0","0","tidak","perencana pengelolaan hutan","336","336","304","304","lolos_struktur_otomatis_belum_review_manual"
"E00682","2026","2164.99","216499","6","Jabatan","5","682","2164","PERENCANA TATA KOTA DAN LALU LINTAS LAINNYA","Jabatan ini mencakup perencana tata kota dan lalu lintas lainnya dari
subgolongan ini.","2","PROFESIONAL","21","AHLI ILMU PENGETAHUAN DAN TEKNIK","216","ARSITEK, PERENCANA, SURVEYOR, DAN DESAINER","2164","PERENCANA TATA KOTA DAN LALU LINTAS","2 > 21 > 216 > 2164 > 2164.99","PROFESIONAL > AHLI ILMU PENGETAHUAN DAN TEKNIK > ARSITEK, PERENCANA, SURVEYOR, DAN DESAINER > PERENCANA TATA KOTA DAN LALU LINTAS > PERENCANA TATA KOTA DAN LALU LINTAS LAINNYA","0","0","ya","perencana tata kota dan lalu lintas lainnya","336","336","304","304","lolos_struktur_otomatis_belum_review_manual"
"E00683","2026","2165","2165","4","Subgolongan","4","683","216","AHLI PEMETAAN DAN SURVEYOR","Ahli pemetaan dan surveyor menentukan posisi yang tepat atau mempersiapkan
dan merevisi peta digital, grafis, dan gambar, grafik, atau representasi visual
lainnya atas fitur alam dan buatan serta batas-batas tanah, laut, area bawah
tanah, dan benda angkasa dengan menerapkan prinsip-prinsip ilmiah dan
matematika. Tugasnya meliputi mensurvei, mengukur, dan menggambarkan
permukaan tanah, tambang, permukaan bawah tanah, laut, sungai, dan danau;
mencatat posisi yang tepat dari berbagai fitur dan merekam data survei dalam
bentuk digital; membuat grafik dan peta yang akan digunakan dalam
menentukan navigasi perairan dan saluran serta dalam perencanaan
pembangunan struktur laut; merencanakan dan melakukan survei foto udara;
merancang, menyusun, dan merevisi peta dan grafik menggunakan foto udara
dan citra satelit lainnya, dokumen dan data survei, peta yang ada, serta catatan,
laporan, dan statistik; melakukan penelitian dan pengembangan survei dan
sistem pengukuran fotogrametri, sistem kadaster, dan sistem informasi
pertanahan; mempelajari dan memberikan saran tentang aspek teknis, estetika,
dan ekonomi mengenai pembuatan peta; serta menjadi penghubung teknis dan
melakukan konsultasi dengan spesialis lain yang relevan. Contoh jabatan yang
diklasifikasikan di sini
- surveyor aerial;
- surveyor kadastral;
- ahli pemetaan/kartografer;
- surveyor hidrografi;
- surveyor tanah; dan
- surveyor tambang.
Beberapa jabatan terkait yang diklasifikasikan di tempat lain
- surveyor quantity - 2149;
- surveyor gedung - 3112; dan
- surveyor kelautan - 3115.","2","PROFESIONAL","21","AHLI ILMU PENGETAHUAN DAN TEKNIK","216","ARSITEK, PERENCANA, SURVEYOR, DAN DESAINER","2165","AHLI PEMETAAN DAN SURVEYOR","2 > 21 > 216 > 2165","PROFESIONAL > AHLI ILMU PENGETAHUAN DAN TEKNIK > ARSITEK, PERENCANA, SURVEYOR, DAN DESAINER > AHLI PEMETAAN DAN SURVEYOR","12","12","tidak","ahli pemetaan dan surveyor","336","337","304","305","lolos_struktur_otomatis_belum_review_manual"
"E00684","2026","2165.01","216501","6","Jabatan","5","684","2165","SURVEYOR TANAH","Surveyor tanah melakukan survei terhadap permukaan tanah untuk menentukan
batas dan lokasi secara tepat dengan menghitung luas tanah untuk keperluan
pembuatan peta dan pekerjaan bangunan. Kegiatan tersebut meliputi mengukur
tanah dan melakukan pencatatan data di lapangan, memilih metode dan alat
pengukuran; menghitung dan memproses data yang dicatat untuk menentukan
letak, luas, dan jarak antara tempat-tempat tersebut di permukaan bumi; serta
menggambarkan hasil ukuran dan perhitungan untuk menghasilkan peta dan
menentukan batas-batas pedoman dalam pekerjaan konstruksi.","2","PROFESIONAL","21","AHLI ILMU PENGETAHUAN DAN TEKNIK","216","ARSITEK, PERENCANA, SURVEYOR, DAN DESAINER","2165","AHLI PEMETAAN DAN SURVEYOR","2 > 21 > 216 > 2165 > 2165.01","PROFESIONAL > AHLI ILMU PENGETAHUAN DAN TEKNIK > ARSITEK, PERENCANA, SURVEYOR, DAN DESAINER > AHLI PEMETAAN DAN SURVEYOR > SURVEYOR TANAH","0","0","tidak","surveyor tanah","337","337","305","305","lolos_struktur_otomatis_belum_review_manual"
"E00685","2026","2165.02","216502","6","Jabatan","5","685","2165","SURVEYOR PERTAMBANGAN","Surveyor pertambangan melakukan survei di wilayah pertambangan dan
menggambar keadaan permukaan dan bawah tanah untuk menentukan arah
dan luas wilayah penambangan. Kegiatan tersebut meliputi menggambar
keadaan permukaan dan di bawah tanah dari tambang batu bara dan bijih
tambang lainnya untuk menentukan lokasi volume endapan; serta mencari dan
menghubungkan cabang-cabang dan tembusan-tembusan di terowongan
penggalian bawah tanah serta membuat rencana pengerjaannya. Termasuk di
dalamnya: surveyor tambang bawah tanah.","2","PROFESIONAL","21","AHLI ILMU PENGETAHUAN DAN TEKNIK","216","ARSITEK, PERENCANA, SURVEYOR, DAN DESAINER","2165","AHLI PEMETAAN DAN SURVEYOR","2 > 21 > 216 > 2165 > 2165.02","PROFESIONAL > AHLI ILMU PENGETAHUAN DAN TEKNIK > ARSITEK, PERENCANA, SURVEYOR, DAN DESAINER > AHLI PEMETAAN DAN SURVEYOR > SURVEYOR PERTAMBANGAN","0","0","tidak","surveyor pertambangan","337","338","305","306","lolos_struktur_otomatis_belum_review_manual"
"E00686","2026","2165.03","216503","6","Jabatan","5","686","2165","SURVEYOR HIDROGRAFI","Surveyor hidrografi melakukan survei di laut, sungai, dan danau dengan
mengukur bawah air untuk pembuatan peta, penentuan alur sungai, jalur
pelayaran, dan perencanaan pembangunan serta perbaikan pelabuhan,
dermaga, dan sarana fisik di bidang pengairan. Termasuk di dalamnya: surveyor
oseanografi; surveyor geofisik; surveyor hidrografi pesisir; surveyor hidrografi
lepas pantai; ahli hidrografi pesisir; dan ahli hidrografi lepas pantai.","2","PROFESIONAL","21","AHLI ILMU PENGETAHUAN DAN TEKNIK","216","ARSITEK, PERENCANA, SURVEYOR, DAN DESAINER","2165","AHLI PEMETAAN DAN SURVEYOR","2 > 21 > 216 > 2165 > 2165.03","PROFESIONAL > AHLI ILMU PENGETAHUAN DAN TEKNIK > ARSITEK, PERENCANA, SURVEYOR, DAN DESAINER > AHLI PEMETAAN DAN SURVEYOR > SURVEYOR HIDROGRAFI","0","0","tidak","surveyor hidrografi","338","338","306","306","lolos_struktur_otomatis_belum_review_manual"
"E00687","2026","2165.04","216504","6","Jabatan","5","687","2165","SURVEYOR TOPOGRAFI","Surveyor topografi melakukan survei tentang bentuk permukaan bumi. Kegiatan
ini bertujuan mengetahui posisi suatu bagian di permukaan bumi dan menunjuk
pada koordinat secara horizontal, seperti garis lintang dan garis bujur, dan secara
vertikal, yaitu ketinggian. Mengidentifikasi jenis lahan juga termasuk bagian dari
objek studi ini. Termasuk di dalamnya: ahli geodesi.","2","PROFESIONAL","21","AHLI ILMU PENGETAHUAN DAN TEKNIK","216","ARSITEK, PERENCANA, SURVEYOR, DAN DESAINER","2165","AHLI PEMETAAN DAN SURVEYOR","2 > 21 > 216 > 2165 > 2165.04","PROFESIONAL > AHLI ILMU PENGETAHUAN DAN TEKNIK > ARSITEK, PERENCANA, SURVEYOR, DAN DESAINER > AHLI PEMETAAN DAN SURVEYOR > SURVEYOR TOPOGRAFI","0","0","tidak","surveyor topografi","338","338","306","306","lolos_struktur_otomatis_belum_review_manual"
"E00688","2026","2165.05","216505","6","Jabatan","5","688","2165","SURVEYOR AERIAL (FOTOGRAMETRI)","Surveyor aerial (fotogrametri) melakukan perencanaan survei untuk pemetaan
melalui foto udara, penggunaan pesawat nirawak, dan pemindaian laser udara
(LIDAR). Tugasnya meliputi penandaan dan pengukuran titik kontrol tanah,
perekaman, dan interpretasi citra fotografis, data SAR airborne, atau rekaman
gambar. Termasuk di dalamnya: pengolah data foto udara; pengolah data LIDAR;
pengolah data SAR; analis orthorektifikasi citra satelit resolusi tinggi; dan ahli
survei pemetaan udara.","2","PROFESIONAL","21","AHLI ILMU PENGETAHUAN DAN TEKNIK","216","ARSITEK, PERENCANA, SURVEYOR, DAN DESAINER","2165","AHLI PEMETAAN DAN SURVEYOR","2 > 21 > 216 > 2165 > 2165.05","PROFESIONAL > AHLI ILMU PENGETAHUAN DAN TEKNIK > ARSITEK, PERENCANA, SURVEYOR, DAN DESAINER > AHLI PEMETAAN DAN SURVEYOR > SURVEYOR AERIAL (FOTOGRAMETRI)","0","0","tidak","surveyor aerial fotogrametri","338","338","306","306","lolos_struktur_otomatis_belum_review_manual"
"E00689","2026","2165.06","216506","6","Jabatan","5","689","2165","SURVEYOR KADASTRAL","Surveyor kadastral melakukan serta mengawasi kegiatan pengukuran dan
pemetaan kadastral (sistem informasi tanah yang dibuat berdasarkan persil)
dalam rangka pendaftaran, pemisahan, pemecahan, dan penggabungan bidang
tanah, baik sebagai usaha pelayanan masyarakat sendiri maupun sebagai
pegawai badan hukum yang berusaha di bidang pengukuran dan pemetaan.","2","PROFESIONAL","21","AHLI ILMU PENGETAHUAN DAN TEKNIK","216","ARSITEK, PERENCANA, SURVEYOR, DAN DESAINER","2165","AHLI PEMETAAN DAN SURVEYOR","2 > 21 > 216 > 2165 > 2165.06","PROFESIONAL > AHLI ILMU PENGETAHUAN DAN TEKNIK > ARSITEK, PERENCANA, SURVEYOR, DAN DESAINER > AHLI PEMETAAN DAN SURVEYOR > SURVEYOR KADASTRAL","0","0","tidak","surveyor kadastral","338","338","306","306","lolos_struktur_otomatis_belum_review_manual"
"E00690","2026","2165.07","216507","6","Jabatan","5","690","2165","AHLI PEMETAAN (KARTOGRAFER)","Ahli pemetaan (kartografer) merencanakan, mengawasi pekerjaan kartografi,
serta menyusun peta, peta interaktif, dan atlas melalui visualisasi informasi
geografis dengan desain simbol, tata letak, isi peta, dan generalisasi. Selain itu,
ahli pemetaan bertanggung jawab menjamin mutu peta dan mengelola data
geospasial. Termasuk di dalamnya: pembuat peta tematik berbasis DAS;
penyusun peta lahan kritis; ahli kartografi; analis kartografi; tenaga ahli
fotogrametri; tenaga ahli kartografi; tenaga ahli kewilayaha; ahli SIG/GIS; ahli
survei terestris; ahli pemetaan tematik; supervisor penginderaan jauh; supervisor
SIG; dan supervisor survei dan pemetaan hutan.","2","PROFESIONAL","21","AHLI ILMU PENGETAHUAN DAN TEKNIK","216","ARSITEK, PERENCANA, SURVEYOR, DAN DESAINER","2165","AHLI PEMETAAN DAN SURVEYOR","2 > 21 > 216 > 2165 > 2165.07","PROFESIONAL > AHLI ILMU PENGETAHUAN DAN TEKNIK > ARSITEK, PERENCANA, SURVEYOR, DAN DESAINER > AHLI PEMETAAN DAN SURVEYOR > AHLI PEMETAAN (KARTOGRAFER)","0","0","tidak","ahli pemetaan kartografer","338","339","306","307","lolos_struktur_otomatis_belum_review_manual"
"E00691","2026","2165.08","216508","6","Jabatan","5","691","2165","SURVEYOR KEWILAYAHAN","Surveyor kewilayahan melakukan identifikasi, perencanaan kegiatan data
geografis kewilayahan. Kegiatan tersebut meliputi penyusunan metode
pelaksanaan dan pengolahan data geografis kewilayahan, penyusunan informasi
geografis tematik sintetik kewilayahan serta analisis informasi geografis tingkat
lanjut, analisis manajemen risiko, pemantauan, dan evaluasi. Termasuk di
dalamnya Analis Sumber Daya Ekonomi dan Infrastruktur Kewilayahan; Analis
Sumber Daya Kependudukan, Sosial, dan Budaya Kewilayahan; Analis Sumber
Daya Lahan Kewilayahan; Analis Sumber Daya Air dan Atmosfer Kewilayahan;
Analis Sumber Daya Hutan dan Penutup/Penggunaan Lahan Kewilayahan; dan
Ahli Geopolitik dan Geostrategis.","2","PROFESIONAL","21","AHLI ILMU PENGETAHUAN DAN TEKNIK","216","ARSITEK, PERENCANA, SURVEYOR, DAN DESAINER","2165","AHLI PEMETAAN DAN SURVEYOR","2 > 21 > 216 > 2165 > 2165.08","PROFESIONAL > AHLI ILMU PENGETAHUAN DAN TEKNIK > ARSITEK, PERENCANA, SURVEYOR, DAN DESAINER > AHLI PEMETAAN DAN SURVEYOR > SURVEYOR KEWILAYAHAN","0","0","tidak","surveyor kewilayahan","339","339","307","307","lolos_struktur_otomatis_belum_review_manual"
"E00692","2026","2165.09","216509","6","Jabatan","5","692","2165","AHLI PENGINDERAAN JAUH","Ahli penginderaan jauh melakukan perencanaan pekerjaan penginderaan jauh,
pengolahan data sampel lapangan untuk ground truthing, pengolahan data citra
sensor aktif gelombang mikro (radar) untuk klasifikasi, klasifikasi digital
hiperspektral, klasifikasi berbasis citra multisumber, analisis data penginderaan
jauh (penutup/penggunaan lahan, kerapatan vegetasi, suhu permukaan darat
dan laut, permukaan kedap), evaluasi data dan basis data citra satelit untuk
memastikan kualitas data yang diinput, melaporkan hasil pelaksanaan kegiatan,
dan melaksanakan tugas kedinasan lain yang diberikan oleh atasan. Termasuk di
dalamnya Analis Penginderaan Jauh.","2","PROFESIONAL","21","AHLI ILMU PENGETAHUAN DAN TEKNIK","216","ARSITEK, PERENCANA, SURVEYOR, DAN DESAINER","2165","AHLI PEMETAAN DAN SURVEYOR","2 > 21 > 216 > 2165 > 2165.09","PROFESIONAL > AHLI ILMU PENGETAHUAN DAN TEKNIK > ARSITEK, PERENCANA, SURVEYOR, DAN DESAINER > AHLI PEMETAAN DAN SURVEYOR > AHLI PENGINDERAAN JAUH","0","0","tidak","ahli penginderaan jauh","339","339","307","307","lolos_struktur_otomatis_belum_review_manual"
"E00693","2026","2165.10","216510","6","Jabatan","5","693","2165","AHLI SISTEM INFORMASI GEOGRAFIS (SIG)","Ahli SIG membangun model dan analisis SIG, melakukan spatial data mining,
melakukan analisis kebutuhan sistem enterprise, melakukan kustomisasi
perangkat lunak SIG, optimasi SIG enterprise, konfigurasi sistem, dan
mengembangkan metodologi analisis geospasial. Termasuk di dalamnya Analis
Sistem Informasi Geografis; Programmer/Developper Sistem Informasi
Geografis; dan Spesialis Geo-Informatika.","2","PROFESIONAL","21","AHLI ILMU PENGETAHUAN DAN TEKNIK","216","ARSITEK, PERENCANA, SURVEYOR, DAN DESAINER","2165","AHLI PEMETAAN DAN SURVEYOR","2 > 21 > 216 > 2165 > 2165.10","PROFESIONAL > AHLI ILMU PENGETAHUAN DAN TEKNIK > ARSITEK, PERENCANA, SURVEYOR, DAN DESAINER > AHLI PEMETAAN DAN SURVEYOR > AHLI SISTEM INFORMASI GEOGRAFIS (SIG)","0","0","tidak","ahli sistem informasi geografis sig","339","339","307","307","lolos_struktur_otomatis_belum_review_manual"
"E00694","2026","2165.11","216511","6","Jabatan","5","694","2165","SURVEYOR TERESTRIS","Surveyor terestris menyusun rancangan kegiatan survei terestris, mengelola
pengoperasian continuously operating reference system (CORS), mengolah data
lanjutan menggunakan perangkat lunak yang sesuai, mengelola survei
pendahuluan (reconnaissance) sebelum survei detail lainnya untuk penetapan
trase jalan, mengelola survei topografi untuk tahap perencanaan geometrik jalan,
dan menyusun serta menerapkan rencana kerja survei tambang bawah tanah.
Termasuk di dalamnya Surveyor Rekayasa; Surveyor Survei Terestris; dan Ahli
Survei Terestris.","2","PROFESIONAL","21","AHLI ILMU PENGETAHUAN DAN TEKNIK","216","ARSITEK, PERENCANA, SURVEYOR, DAN DESAINER","2165","AHLI PEMETAAN DAN SURVEYOR","2 > 21 > 216 > 2165 > 2165.11","PROFESIONAL > AHLI ILMU PENGETAHUAN DAN TEKNIK > ARSITEK, PERENCANA, SURVEYOR, DAN DESAINER > AHLI PEMETAAN DAN SURVEYOR > SURVEYOR TERESTRIS","0","0","tidak","surveyor terestris","339","340","307","308","lolos_struktur_otomatis_belum_review_manual"
"E00695","2026","2165.99","216599","6","Jabatan","5","695","2165","AHLI PEMETAAN DAN SURVEYOR LAINNYA","Jabatan ini mencakup ahli pemetaan dan surveyor lainnya dari subgolongan ini.","2","PROFESIONAL","21","AHLI ILMU PENGETAHUAN DAN TEKNIK","216","ARSITEK, PERENCANA, SURVEYOR, DAN DESAINER","2165","AHLI PEMETAAN DAN SURVEYOR","2 > 21 > 216 > 2165 > 2165.99","PROFESIONAL > AHLI ILMU PENGETAHUAN DAN TEKNIK > ARSITEK, PERENCANA, SURVEYOR, DAN DESAINER > AHLI PEMETAAN DAN SURVEYOR > AHLI PEMETAAN DAN SURVEYOR LAINNYA","0","0","ya","ahli pemetaan dan surveyor lainnya","340","340","308","308","lolos_struktur_otomatis_belum_review_manual"
"E00696","2026","2166","2166","4","Subgolongan","4","696","216","DESAINER GRAFIS DAN MULTIMEDIA","Desainer grafis dan multimedia merancang konten informasi untuk publikasi
komunikasi dan tampilan visual dan audio dengan menggunakan media cetak,
film, elektronik, bentuk-bentuk digital, dan media visual dan audio lainnya.
Mereka menciptakan efek khusus, animasi, atau gambar visual lainnya untuk
digunakan dalam permainan komputer, film, video musik, media cetak, dan iklan.
Tugasnya meliputi menentukan tujuan dan kendala dari desain melalui
konsultasi dengan klien dan stakeholder; melakukan penelitian dan menganalisis
kebutuhan komunikasi fungsional; merumuskan konsep desain untuk subjek
yang akan dikomunikasikan; mempersiapkan sketsa, diagram, ilustrasi, dan
layout untuk mengomunikasikan konsep desain; merancang grafis kompleks dan
animasi untuk memenuhi kebutuhan fungsional, estetika, dan kreatif dari desain;
menciptakan gambar dua dimensi dan tiga dimensi yang menggambarkan objek
dalam gerakan atau menggambarkan proses dengan menggunakan animasi
komputer atau program pemodelan; menegosiasikan solusi desain dengan klien,
manajemen, staf penjualan, dan produksi; memilih, menentukan, atau
merekomendasikan bahan fungsional dan estetika serta media untuk publikasi,
pengiriman, atau tampilan; merinci dan mendokumentasikan desain yang dipilih
untuk produksi; dan mengawasi atau melaksanakan produksi dalam media yang
dipilih.","2","PROFESIONAL","21","AHLI ILMU PENGETAHUAN DAN TEKNIK","216","ARSITEK, PERENCANA, SURVEYOR, DAN DESAINER","2166","DESAINER GRAFIS DAN MULTIMEDIA","2 > 21 > 216 > 2166","PROFESIONAL > AHLI ILMU PENGETAHUAN DAN TEKNIK > ARSITEK, PERENCANA, SURVEYOR, DAN DESAINER > DESAINER GRAFIS DAN MULTIMEDIA","12","12","tidak","desainer grafis dan multimedia","340","340","308","308","lolos_struktur_otomatis_belum_review_manual"
"E00697","2026","2166.01","216601","6","Jabatan","5","697","2166","ANIMATOR","Animator membuat animasi dengan membentuk rangkaian gambar dan ekspresi
model/tokoh/karakter/benda dengan memberi efek animasi sesuai dengan
skenario dan storyboard yang telah ditentukan, menyalin naskah, serta mengatur
pergerakan gambar dan naskah sesuai dengan kapasitas CD atau VCD. Tugasnya
meliputi membuat rangkaian gambar, menempatkan dan menggabungkan
gambar model/tokoh/karakter/benda yang telah dibuat ke dalam layout yang
tersedia; menyalin naskah menjadi teks gambar dan menempatkannya ke dalam
layout sesuai dengan gambar; memberikan efek animasi dan mengatur
pergerakan teks dan gambar; mengatur time line cerita sesuai dengan kapasitas
CD atau VCD; dan melakukan penyelarasan suara, tata cahaya, gambar, dan
naskah.","2","PROFESIONAL","21","AHLI ILMU PENGETAHUAN DAN TEKNIK","216","ARSITEK, PERENCANA, SURVEYOR, DAN DESAINER","2166","DESAINER GRAFIS DAN MULTIMEDIA","2 > 21 > 216 > 2166 > 2166.01","PROFESIONAL > AHLI ILMU PENGETAHUAN DAN TEKNIK > ARSITEK, PERENCANA, SURVEYOR, DAN DESAINER > DESAINER GRAFIS DAN MULTIMEDIA > ANIMATOR","0","0","tidak","animator","340","341","308","309","lolos_struktur_otomatis_belum_review_manual"
"E00698","2026","2166.02","216602","6","Jabatan","5","698","2166","SENIMAN DIGITAL","Seniman digital membuat gambar atau foto digital untuk buku, majalah, iklan,
film, dan keperluan sejenis. Tugasnya meliputi mempelajari kebutuhan yang
diperlukan dan merundingkan dengan rekan atau pelanggan untuk menentukan
lokasi, background, tema, batas ruang, dan informasi lain yang akan digunakan;
melakukan studi untuk mendapatkan inspirasi terkait gambar atau foto digital
yang akan dibuat, seperti iklan, film, dan lainnya; dan melaksanakan pekerjaan
yang telah mendapat persetujuan melalui media yang paling tepat berdasarkan
metode reproduksi tertentu.","2","PROFESIONAL","21","AHLI ILMU PENGETAHUAN DAN TEKNIK","216","ARSITEK, PERENCANA, SURVEYOR, DAN DESAINER","2166","DESAINER GRAFIS DAN MULTIMEDIA","2 > 21 > 216 > 2166 > 2166.02","PROFESIONAL > AHLI ILMU PENGETAHUAN DAN TEKNIK > ARSITEK, PERENCANA, SURVEYOR, DAN DESAINER > DESAINER GRAFIS DAN MULTIMEDIA > SENIMAN DIGITAL","0","0","tidak","seniman digital","341","341","309","309","lolos_struktur_otomatis_belum_review_manual"
